Date,State,Confirmed,New Cases,T,H
02/07/2021,Kerala,2937033,12868,28.67,86.0
03/07/2021,Kerala,2949128,12095,28.67,84.0
04/07/2021,Kerala,2961584,12456,28.0,87.0
05/07/2021,Kerala,2973684,12100,28.67,86.0
06/07/2021,Kerala,2981721,8037,28.67,86.0
07/07/2021,Kerala,2996094,14373,28.33,88.0
08/07/2021,Kerala,3011694,15600,28.0,87.0
09/07/2021,Kerala,3025466,13772,26.67,91.0
10/07/2021,Kerala,3039029,13563,24.67,93.0
11/07/2021,Kerala,3053116,14087,27.0,84.0
12/07/2021,Kerala,3065336,12220,27.67,87.0
13/07/2021,Kerala,3073134,7798,28.0,87.0
14/07/2021,Kerala,3087673,14539,28.33,87.0
15/07/2021,Kerala,3103310,15637,28.0,87.0
16/07/2021,Kerala,3117083,13773,26.67,89.0
17/07/2021,Kerala,3130833,13750,17.33,59.0
18/07/2021,Kerala,3146981,16148,26.67,82.0
19/07/2021,Kerala,3160937,13956,28.33,84.0
20/07/2021,Kerala,3170868,9931,28.33,82.0
21/07/2021,Kerala,3187716,16848,19.0,58.0
22/07/2021,Kerala,3205197,17481,28.33,84.0
